date,y,year,month,quarter,season_code,month_index,month_sin,month_cos,month_sin2,month_cos2,is_break_season,is_exam_season,is_semester_start,is_year_end,days_in_month,lag_1,lag_2,lag_3,lag_6,lag_12,roll_mean_3,roll_std_3,roll_mean_6,roll_std_6,roll_mean_12,roll_std_12,roll_max_12,roll_min_12,mom_growth,yoy_growth,lag1_over_lag12,lag1_over_roll12,trend_slope_6,same_month_mean,op_app_to_re_pct,op_app_to_ach_pct,op_realizations,op_outgoing_share,op_gv_share,op_entity_hhi,op_active_entities
2024-04-01,1796.0,2024.0,4.0,2.0,1.0,27.0,0.8660254037844387,-0.49999999999999983,-0.8660254037844384,-0.5000000000000004,0.0,1.0,0.0,0.0,30.0,2109.0,1277.0,1018.0,1130.0,1622.0,1468.0,570.0271923338395,1293.8333333333333,415.8217967671568,1340.0,303.1126403290907,2109.0,987.0,65.15270164447925,2.878048780487805,1.3002466091245377,1.5738805970149254,143.74285714285713,1415.0,0.8534850640113799,18.397344713134185,18.0,41.72593646277857,31.958274063537225,0.0735017416158391,28.0
2024-05-01,2036.0,2024.0,5.0,2.0,2.0,28.0,0.49999999999999994,-0.8660254037844387,-0.8660254037844386,0.5000000000000001,1.0,0.0,0.0,0.0,31.0,1796.0,2109.0,1277.0,1242.0,1507.0,1727.3333333333333,420.22890587551603,1404.8333333333333,450.76442480154384,1354.5,321.4369724731853,2109.0,987.0,-14.841156946420103,10.727496917385944,1.1917717319177172,1.3259505352528609,182.71428571428572,1522.0,0.6681514476614699,17.538975501113583,12.0,39.365256124721604,30.734966592427615,0.07498164691643394,26.0
2024-06-01,1463.0,2024.0,6.0,2.0,2.0,29.0,1.2246467991473532e-16,-1.0,-2.4492935982947064e-16,1.0,1.0,0.0,0.0,0.0,30.0,2036.0,1796.0,2109.0,987.0,1406.0,1980.3333333333333,163.75693369544183,1537.1666666666667,506.5030766606128,1398.5833333333333,375.911609130109,2109.0,987.0,13.3630289532294,35.102853351028536,1.4480796586059743,1.4557588035512126,240.31428571428563,1315.5,3.192534381139489,14.047151277013754,65.0,44.79371316306484,24.165029469548134,0.07763981148752705,25.0
2024-07-01,1303.0,2024.0,7.0,3.0,3.0,30.0,-0.4999999999999998,-0.8660254037844388,0.8660254037844384,0.5000000000000006,0.0,0.0,1.0,0.0,31.0,1463.0,2036.0,1796.0,1018.0,1223.0,1765.0,287.7551042118975,1616.5,435.38063806283344,1403.3333333333333,376.3736860025572,2109.0,987.0,-28.143418467583498,4.054054054054054,1.196238757154538,1.042517814726841,119.6857142857142,1132.5,5.194805194805195,12.781954887218044,76.0,41.90020505809979,22.00956937799043,0.07180864607925082,23.0
2024-08-01,1252.0,2024.0,8.0,3.0,3.0,31.0,-0.8660254037844384,-0.5000000000000004,0.8660254037844392,-0.4999999999999992,0.0,0.0,1.0,0.0,31.0,1303.0,1463.0,2036.0,1277.0,1296.0,1600.6666666666667,385.4041169127975,1664.0,367.2394314340441,1410.0,373.5872783506614,2109.0,987.0,-10.936431989063568,6.541291905151267,1.0054012345679013,0.9241134751773049,-44.80000000000022,1231.5,13.891020721412126,12.893323100537222,181.0,48.50345356868765,18.49577897160399,0.08336214497626059,26.0
2024-09-01,1349.0,2024.0,9.0,3.0,3.0,32.0,-1.0,-1.8369701987210297e-16,3.6739403974420594e-16,-1.0,0.0,0.0,0.0,0.0,30.0,1252.0,1303.0,1463.0,2109.0,1263.0,1339.3333333333333,110.0923854466481,1659.8333333333333,372.6110125407818,1406.3333333333333,375.021049914252,2109.0,987.0,-3.9140445126630854,-3.3950617283950617,0.9912905779889153,0.8902583550604409,-181.05714285714328,1182.5,8.466453674121405,9.984025559105431,106.0,49.680511182108624,18.69009584664537,0.07014846533086995,26.0
2024-10-01,1412.0,2024.0,10.0,4.0,4.0,33.0,-0.8660254037844386,0.5000000000000001,-0.8660254037844387,-0.49999999999999983,0.0,0.0,0.0,0.0,31.0,1349.0,1252.0,1303.0,1796.0,1130.0,1301.3333333333333,48.52147290976782,1533.1666666666667,313.9410241855414,1413.5,372.8483727883348,2109.0,987.0,7.747603833865814,6.809184481393507,1.1938053097345134,0.9543685886098338,-135.6285714285717,1160.5,2.742772424017791,16.82727946627131,37.0,49.22164566345441,28.76204595997035,0.07549561737794408,25.0
2024-11-01,1432.0,2024.0,11.0,4.0,4.0,34.0,-0.5000000000000004,0.8660254037844384,-0.8660254037844392,0.4999999999999991,0.0,1.0,0.0,0.0,30.0,1412.0,1349.0,1252.0,2036.0,1242.0,1337.6666666666667,80.59983457385836,1469.1666666666667,287.68692474053574,1437.0,362.087131653544,2109.0,987.0,4.670126019273535,24.95575221238938,1.1368760064412238,0.9826026443980515,-100.37142857142882,1363.5,3.045325779036827,19.121813031161473,43.0,44.26345609065156,32.08215297450425,0.06568747040743446,24.0
2024-12-01,1192.0,2024.0,12.0,4.0,0.0,35.0,-2.4492935982947064e-16,1.0,-4.898587196589413e-16,1.0,1.0,0.0,0.0,1.0,31.0,1432.0,1412.0,1349.0,1463.0,987.0,1397.6666666666667,43.31666346030512,1368.5,81.3603097339237,1452.8333333333333,356.90203222461565,2109.0,987.0,1.41643059490085,15.297906602254429,1.4508611955420465,0.9856602041986923,7.685714285714093,1033.5,1.675977653631285,20.53072625698324,24.0,38.407821229050285,38.407821229050285,0.07479381885708934,22.0
2025-01-01,1193.0,2025.0,1.0,1.0,0.0,36.0,0.49999999999999994,0.8660254037844387,0.8660254037844386,0.5000000000000001,1.0,0.0,1.0,0.0,31.0,1192.0,1432.0,1412.0,1303.0,1018.0,1345.3333333333333,133.16656236958787,1323.3333333333333,92.82169286684372,1469.9166666666667,336.92471733536433,2109.0,1018.0,-16.75977653631285,20.77001013171226,1.1709233791748526,0.8109303248483474,1.3714285714283947,967.0,5.5369127516778525,19.043624161073826,66.0,46.97986577181208,25.419463087248324,0.08316489122111617,24.0
2025-02-01,1293.0,2025.0,2.0,1.0,0.0,37.0,0.8660254037844386,0.5000000000000001,0.8660254037844387,-0.49999999999999983,0.0,0.0,0.0,0.0,28.0,1193.0,1192.0,1432.0,1252.0,1277.0,1272.3333333333333,138.276293461075,1305.0,107.36479870050519,1484.5,318.8905483362306,2109.0,1192.0,0.08389261744966443,17.19056974459725,0.9342208300704777,0.8036375884136073,-21.31428571428579,944.0,2.4308466051969826,9.639564124057,29.0,52.808046940486165,29.253981559094722,0.07060113866231418,23.0
2025-03-01,1804.0,2025.0,3.0,1.0,1.0,38.0,1.0,6.123233995736766e-17,1.2246467991473532e-16,-1.0,0.0,1.0,0.0,0.0,31.0,1293.0,1193.0,1192.0,1349.0,2109.0,1226.0,58.02585630561603,1311.8333333333333,104.58569054448446,1485.8333333333333,317.9762236203814,2109.0,1192.0,8.382229673093043,1.2529365700861395,0.6130867709815079,0.8702187324733596,-33.628571428571675,1781.0,3.17092034029389,18.40680587780356,41.0,50.42536736272235,31.47718484145398,0.06402791161163478,28.0
2025-04-01,2245.0,2025.0,4.0,2.0,1.0,39.0,0.8660254037844387,-0.49999999999999983,-0.8660254037844384,-0.5000000000000004,0.0,1.0,0.0,0.0,30.0,1804.0,1293.0,1193.0,1412.0,1796.0,1430.0,327.730071857924,1387.6666666666667,228.4877823137742,1460.4166666666667,272.5867529407617,2036.0,1192.0,39.52049497293117,-14.461830251303937,1.0044543429844097,1.2352639087018544,44.114285714285586,1542.0,1.4966740576496673,15.96452328159645,27.0,46.11973392461197,29.711751662971174,0.06940169910669074,26.0
2025-05-01,1744.0,2025.0,5.0,2.0,2.0,40.0,0.49999999999999994,-0.8660254037844387,-0.8660254037844386,0.5000000000000001,1.0,0.0,0.0,0.0,31.0,2245.0,1804.0,1293.0,1432.0,2036.0,1780.6666666666667,476.4287284928705,1526.5,419.47908171921995,1497.8333333333333,344.23745328250413,2245.0,1192.0,24.445676274944567,25.0,1.1026522593320236,1.4988316457104707,171.45714285714277,1693.3333333333333,0.623608017817372,15.412026726057906,14.0,41.33630289532294,24.14253897550111,0.07374705482611693,27.0
2025-06-01,1158.0,2025.0,6.0,2.0,2.0,41.0,1.2246467991473532e-16,-1.0,-2.4492935982947064e-16,1.0,1.0,0.0,0.0,0.0,30.0,1744.0,2245.0,1804.0,1192.0,1463.0,1931.0,273.5817976401208,1578.5,424.7270888464733,1473.5,311.5012038500012,2245.0,1192.0,-22.316258351893094,-14.341846758349705,1.192071086807929,1.183576518493383,183.6285714285714,1364.6666666666667,3.38302752293578,15.481651376146788,59.0,51.146788990825684,27.006880733944953,0.07300127304098983,23.0
2025-07-01,1253.0,2025.0,7.0,3.0,3.0,42.0,-0.4999999999999998,-0.8660254037844388,0.8660254037844384,0.5000000000000006,0.0,0.0,1.0,0.0,31.0,1158.0,1744.0,2245.0,1193.0,1303.0,1715.6666666666667,544.053612554253,1572.8333333333333,431.09415058275454,1448.0833333333333,324.6033827004982,2245.0,1158.0,-33.60091743119266,-20.847573479152427,0.88871834228703,0.7996777349369857,46.25714285714268,1189.3333333333333,7.858376511226252,13.126079447322972,91.0,47.92746113989637,25.561312607944732,0.08877792394128405,22.0
2025-08-01,2025.0,2025.0,8.0,3.0,3.0,43.0,-0.8660254037844384,-0.5000000000000004,0.8660254037844392,-0.4999999999999992,0.0,0.0,1.0,0.0,31.0,1253.0,1158.0,1744.0,1293.0,1252.0,1385.0,314.5107311364749,1582.8333333333333,421.1011359123443,1443.9166666666667,326.94744040576126,2245.0,1158.0,8.203799654576857,-3.837298541826554,1.0007987220447285,0.8677786114157096,-75.4000000000002,1238.3333333333333,11.811652035115722,12.928970470869913,148.0,46.288906624102154,17.79728651237031,0.07687917712573622,24.0
2025-09-01,1660.0,2025.0,9.0,3.0,3.0,44.0,-1.0,-1.8369701987210297e-16,3.6739403974420594e-16,-1.0,0.0,0.0,0.0,0.0,30.0,2025.0,1253.0,1158.0,1804.0,1349.0,1478.6666666666667,475.5169117216898,1704.8333333333333,426.3413733930437,1508.3333333333333,360.1606543887005,2245.0,1158.0,61.6121308858739,61.74121405750799,1.5011119347664936,1.3425414364640884,-70.20000000000039,1238.0,2.9629629629629632,7.654320987654321,60.0,62.46913580246913,13.975308641975309,0.06471623228166438,26.0
2025-10-01,1716.0,2025.0,10.0,4.0,4.0,45.0,-0.8660254037844386,0.5000000000000001,-0.8660254037844387,-0.49999999999999983,0.0,0.0,0.0,0.0,31.0,1660.0,2025.0,1253.0,2245.0,1412.0,1646.0,386.1903675650132,1680.8333333333333,423.68734541719164,1534.25,358.84008213332936,2245.0,1158.0,-18.02469135802469,23.054114158636025,1.1756373937677054,1.0819618706208245,-56.77142857142877,1244.3333333333333,3.493975903614458,13.915662650602409,58.0,51.98795180722892,20.542168674698797,0.0716439250979823,25.0
2025-11-01,1781.0,2025.0,11.0,4.0,4.0,46.0,-0.5000000000000004,0.8660254037844384,-0.8660254037844392,0.4999999999999991,0.0,1.0,0.0,0.0,30.0,1716.0,1660.0,2025.0,1744.0,1432.0,1800.3333333333333,196.57144587486079,1592.6666666666667,326.76209490494256,1559.5833333333333,360.1533659008298,2245.0,1158.0,3.3734939759036147,21.529745042492916,1.1983240223463687,1.1002938819129042,61.08571428571403,1386.3333333333333,0.641025641025641,17.715617715617714,11.0,42.83216783216783,23.193473193473192,0.08382235480137577,27.0
2025-12-01,1357.0,2025.0,12.0,4.0,0.0,47.0,-2.4492935982947064e-16,1.0,-4.898587196589413e-16,1.0,1.0,0.0,0.0,1.0,31.0,1781.0,1716.0,1660.0,1158.0,1192.0,1719.0,60.55575942881073,1598.8333333333333,330.5168175247164,1588.6666666666667,362.9941981337827,2245.0,1158.0,3.787878787878788,24.37150837988827,1.4941275167785235,1.1210658833403273,118.25714285714275,1086.3333333333333,1.403705783267827,11.566535654126895,25.0,52.94778214486243,16.507580011229646,0.12959648621152658,27.0
