date,year,month,month_name,quarter,entity,product,direction,programme,APP,ACH,ACC,APD,RE,FI,CO,APPROVAL_BROKEN,REALIZATION_BROKEN,REMOTE_RE
2022-02-01,2022,2,Feb,1,AIESEC in Chandigarh,GV,incoming,iGV,6,0,0,0,0,0,0,0,0,0
2022-02-01,2022,2,Feb,1,AIESEC in Chandigarh,GTa,outgoing,oGTa,9,1,0,0,0,0,0,0,0,0
2022-02-01,2022,2,Feb,1,AIESEC in Chandigarh,GV,outgoing,oGV,3,1,1,0,0,0,0,1,0,0
2022-02-01,2022,2,Feb,1,AIESEC in Chennai,GV,incoming,iGV,1,1,1,1,0,0,0,0,0,0
2022-02-01,2022,2,Feb,1,AIESEC in Chennai,GTa,outgoing,oGTa,16,0,0,0,0,0,0,0,0,0
2022-02-01,2022,2,Feb,1,AIESEC in Chennai,GV,outgoing,oGV,4,3,2,1,0,0,0,1,0,0
2022-02-01,2022,2,Feb,1,AIESEC in Closed [Bhubaneswar],GV,outgoing,oGV,2,1,0,0,0,0,0,0,0,0
2022-02-01,2022,2,Feb,1,AIESEC in Closed [Dehradun],GV,incoming,iGV,28,19,12,9,1,0,0,5,0,0
2022-02-01,2022,2,Feb,1,AIESEC in Closed [Dehradun],GTe,outgoing,oGTe,1,0,0,0,0,0,0,0,0,0
2022-02-01,2022,2,Feb,1,AIESEC in Closed [Dehradun],GV,outgoing,oGV,1,1,1,0,0,0,0,0,0,0
2022-02-01,2022,2,Feb,1,AIESEC in Closed [Jodhpur],GTe,incoming,iGTe,9,0,0,0,0,0,0,0,0,0
2022-02-01,2022,2,Feb,1,AIESEC in Closed [Jodhpur],GTa,outgoing,oGTa,1,0,0,0,0,0,0,0,0,0
2022-02-01,2022,2,Feb,1,AIESEC in Closed [Nagpur],GTa,outgoing,oGTa,5,0,0,0,0,0,0,1,0,0
2022-02-01,2022,2,Feb,1,AIESEC in Closed [South Mumbai],GTa,outgoing,oGTa,13,0,0,0,0,0,0,0,0,0
2022-02-01,2022,2,Feb,1,AIESEC in Closed [South Mumbai],GTe,outgoing,oGTe,5,0,0,0,0,0,0,0,0,0
2022-02-01,2022,2,Feb,1,AIESEC in Closed [South Mumbai],GV,outgoing,oGV,2,2,2,0,0,1,1,0,0,0
2022-02-01,2022,2,Feb,1,AIESEC in Closed [VIT],GTa,outgoing,oGTa,15,1,1,0,0,0,0,0,0,0
2022-02-01,2022,2,Feb,1,AIESEC in Closed [VIT],GV,outgoing,oGV,1,1,0,0,0,0,0,0,0,0
2022-02-01,2022,2,Feb,1,AIESEC in Delhi IIT,GTa,incoming,iGTa,3,2,2,1,0,0,0,1,0,0
2022-02-01,2022,2,Feb,1,AIESEC in Delhi IIT,GTe,incoming,iGTe,4,0,0,0,0,0,0,1,0,0
2022-02-01,2022,2,Feb,1,AIESEC in Delhi IIT,GV,incoming,iGV,6,1,2,2,0,0,0,1,0,0
2022-02-01,2022,2,Feb,1,AIESEC in Delhi IIT,GTa,outgoing,oGTa,117,1,0,0,0,0,0,0,0,0
2022-02-01,2022,2,Feb,1,AIESEC in Delhi IIT,GTe,outgoing,oGTe,5,0,0,0,0,0,0,0,0,0
2022-02-01,2022,2,Feb,1,AIESEC in Delhi IIT,GV,outgoing,oGV,4,5,2,1,0,2,1,2,0,0
2022-02-01,2022,2,Feb,1,AIESEC in Delhi University,GTa,incoming,iGTa,13,4,4,4,0,0,0,0,0,0
2022-02-01,2022,2,Feb,1,AIESEC in Delhi University,GTe,incoming,iGTe,10,0,0,0,0,0,0,2,0,0
2022-02-01,2022,2,Feb,1,AIESEC in Delhi University,GV,incoming,iGV,8,6,3,0,0,0,0,1,0,0
2022-02-01,2022,2,Feb,1,AIESEC in Delhi University,GTa,outgoing,oGTa,35,2,1,0,0,0,0,0,0,0
2022-02-01,2022,2,Feb,1,AIESEC in Delhi University,GTe,outgoing,oGTe,1,0,0,0,0,0,0,0,0,0
2022-02-01,2022,2,Feb,1,AIESEC in Delhi University,GV,outgoing,oGV,3,3,2,0,0,0,0,2,0,0
2022-02-01,2022,2,Feb,1,AIESEC in Hyderabad,GTe,incoming,iGTe,4,0,0,0,1,0,0,1,0,0
2022-02-01,2022,2,Feb,1,AIESEC in Hyderabad,GV,incoming,iGV,1,1,0,0,0,0,0,0,0,0
2022-02-01,2022,2,Feb,1,AIESEC in Hyderabad,GTa,outgoing,oGTa,14,1,1,0,0,0,0,0,0,0
2022-02-01,2022,2,Feb,1,AIESEC in Hyderabad,GTe,outgoing,oGTe,1,0,0,0,0,0,0,0,0,0
2022-02-01,2022,2,Feb,1,AIESEC in Hyderabad,GV,outgoing,oGV,2,0,0,0,0,0,0,4,0,0
2022-02-01,2022,2,Feb,1,AIESEC in India National Office,GTa,outgoing,oGTa,2,2,2,2,0,0,0,0,0,0
2022-02-01,2022,2,Feb,1,AIESEC in India National Office,GV,outgoing,oGV,1,0,0,0,0,0,0,0,0,0
2022-02-01,2022,2,Feb,1,AIESEC in Indore,GTa,outgoing,oGTa,1,0,0,0,0,0,0,0,0,0
2022-02-01,2022,2,Feb,1,AIESEC in Jaipur,GTa,outgoing,oGTa,9,0,0,0,0,0,0,0,0,0
2022-02-01,2022,2,Feb,1,AIESEC in Jaipur,GTe,outgoing,oGTe,3,0,0,0,0,0,0,0,0,0
2022-02-01,2022,2,Feb,1,AIESEC in Jaipur,GV,outgoing,oGV,1,0,0,0,0,1,1,0,0,0
2022-02-01,2022,2,Feb,1,AIESEC in Jalandhar,GTa,outgoing,oGTa,4,0,0,0,0,0,0,0,0,0
2022-02-01,2022,2,Feb,1,AIESEC in Jalandhar,GV,outgoing,oGV,3,1,0,0,0,0,0,1,0,0
2022-02-01,2022,2,Feb,1,AIESEC in Kolkata,GTa,outgoing,oGTa,3,0,0,0,0,0,0,0,0,0
2022-02-01,2022,2,Feb,1,AIESEC in Kolkata,GV,outgoing,oGV,3,1,1,0,0,0,0,0,0,0
2022-02-01,2022,2,Feb,1,AIESEC in Ludhiana,GV,outgoing,oGV,9,3,2,1,0,0,0,0,0,0
2022-02-01,2022,2,Feb,1,AIESEC in M.A.H.E.,GTa,outgoing,oGTa,1,0,0,0,1,0,0,0,0,0
2022-02-01,2022,2,Feb,1,AIESEC in M.A.H.E.,GV,outgoing,oGV,0,0,0,1,0,0,0,0,0,0
2022-02-01,2022,2,Feb,1,AIESEC in Mumbai,GTa,incoming,iGTa,2,0,0,0,0,0,0,0,0,0
2022-02-01,2022,2,Feb,1,AIESEC in Mumbai,GTe,incoming,iGTe,3,0,0,0,0,0,0,0,0,0
2022-02-01,2022,2,Feb,1,AIESEC in Mumbai,GV,incoming,iGV,16,8,6,0,0,0,0,0,0,0
2022-02-01,2022,2,Feb,1,AIESEC in Mumbai,GTa,outgoing,oGTa,21,0,0,1,0,0,0,0,0,0
2022-02-01,2022,2,Feb,1,AIESEC in Mumbai,GTe,outgoing,oGTe,1,0,0,0,0,0,0,0,0,0
2022-02-01,2022,2,Feb,1,AIESEC in Navi Mumbai,GTa,incoming,iGTa,0,0,0,0,1,0,0,0,0,0
2022-02-01,2022,2,Feb,1,AIESEC in Navi Mumbai,GV,incoming,iGV,2,0,0,0,1,0,0,1,0,0
2022-02-01,2022,2,Feb,1,AIESEC in Navi Mumbai,GTa,outgoing,oGTa,16,1,1,1,0,0,0,0,0,0
2022-02-01,2022,2,Feb,1,AIESEC in Navi Mumbai,GV,outgoing,oGV,2,2,1,1,1,2,2,0,0,0
2022-02-01,2022,2,Feb,1,AIESEC in Noida,GTa,outgoing,oGTa,3,0,0,0,0,0,0,0,0,0
2022-02-01,2022,2,Feb,1,AIESEC in Noida,GTe,outgoing,oGTe,1,0,0,0,0,0,0,0,0,0
2022-02-01,2022,2,Feb,1,AIESEC in Noida,GV,outgoing,oGV,2,1,1,1,0,0,0,0,0,0
2022-02-01,2022,2,Feb,1,AIESEC in Patiala,GV,outgoing,oGV,2,0,0,0,0,0,0,0,0,0
2022-02-01,2022,2,Feb,1,AIESEC in Pune,GV,incoming,iGV,4,2,1,0,0,0,0,0,0,0
2022-02-01,2022,2,Feb,1,AIESEC in Pune,GTa,outgoing,oGTa,15,0,0,0,0,0,0,0,0,0
2022-02-01,2022,2,Feb,1,AIESEC in Pune,GV,outgoing,oGV,3,0,0,0,0,1,0,0,0,0
2022-02-01,2022,2,Feb,1,AIESEC in Surat,GTe,incoming,iGTe,1,0,0,0,0,0,0,0,0,0
2022-02-01,2022,2,Feb,1,AIESEC in Surat,GTa,outgoing,oGTa,14,1,0,0,0,0,0,1,0,0
2022-02-01,2022,2,Feb,1,AIESEC in Surat,GV,outgoing,oGV,6,5,4,3,0,0,0,0,0,0
2022-03-01,2022,3,Mar,1,AIESEC in Ahmedabad,GTa,incoming,iGTa,20,2,0,0,0,0,0,0,0,0
2022-03-01,2022,3,Mar,1,AIESEC in Ahmedabad,GTe,incoming,iGTe,9,0,0,0,0,0,0,0,0,0
2022-03-01,2022,3,Mar,1,AIESEC in Ahmedabad,GV,incoming,iGV,19,12,8,1,0,0,0,0,0,0
2022-03-01,2022,3,Mar,1,AIESEC in Ahmedabad,GV,outgoing,oGV,41,13,8,2,0,0,0,0,0,0
2022-03-01,2022,3,Mar,1,AIESEC in Bengaluru,GTa,incoming,iGTa,5,0,0,0,0,0,0,0,0,0
2022-03-01,2022,3,Mar,1,AIESEC in Bengaluru,GTe,incoming,iGTe,1,1,0,0,0,0,0,0,0,0
2022-03-01,2022,3,Mar,1,AIESEC in Bengaluru,GV,incoming,iGV,14,4,1,0,0,0,0,1,0,0
2022-03-01,2022,3,Mar,1,AIESEC in Bengaluru,GTa,outgoing,oGTa,12,0,0,1,0,0,0,0,0,0
2022-03-01,2022,3,Mar,1,AIESEC in Bengaluru,GTe,outgoing,oGTe,1,0,0,0,0,0,0,0,0,0
2022-03-01,2022,3,Mar,1,AIESEC in Bengaluru,GV,outgoing,oGV,27,13,11,2,1,0,0,2,0,0
2022-03-01,2022,3,Mar,1,AIESEC in Chandigarh,GTa,incoming,iGTa,14,0,0,0,0,0,0,0,0,0
2022-03-01,2022,3,Mar,1,AIESEC in Chandigarh,GTe,incoming,iGTe,40,2,2,1,0,0,0,0,0,0
2022-03-01,2022,3,Mar,1,AIESEC in Chandigarh,GV,incoming,iGV,18,4,1,0,0,0,0,0,0,0
2022-03-01,2022,3,Mar,1,AIESEC in Chandigarh,GTa,outgoing,oGTa,17,0,0,0,0,0,0,0,0,0
2022-03-01,2022,3,Mar,1,AIESEC in Chandigarh,GV,outgoing,oGV,18,5,3,1,0,0,0,0,0,0
2022-03-01,2022,3,Mar,1,AIESEC in Chennai,GTa,incoming,iGTa,2,1,0,0,0,1,0,0,0,0
2022-03-01,2022,3,Mar,1,AIESEC in Chennai,GV,incoming,iGV,5,1,0,0,0,0,0,0,0,0
2022-03-01,2022,3,Mar,1,AIESEC in Chennai,GTa,outgoing,oGTa,34,0,0,0,0,0,0,0,0,0
2022-03-01,2022,3,Mar,1,AIESEC in Chennai,GTe,outgoing,oGTe,1,0,0,0,0,0,0,0,0,0
2022-03-01,2022,3,Mar,1,AIESEC in Chennai,GV,outgoing,oGV,9,4,4,0,0,0,0,0,0,0
2022-03-01,2022,3,Mar,1,AIESEC in Closed [Bhubaneswar],GTa,outgoing,oGTa,3,1,1,1,0,0,0,0,0,0
2022-03-01,2022,3,Mar,1,AIESEC in Closed [Bhubaneswar],GV,outgoing,oGV,2,1,1,0,0,0,0,0,0,0
2022-03-01,2022,3,Mar,1,AIESEC in Closed [Dehradun],GV,incoming,iGV,64,32,22,6,0,1,0,4,0,0
2022-03-01,2022,3,Mar,1,AIESEC in Closed [Dehradun],GTa,outgoing,oGTa,1,1,0,0,0,0,0,0,0,0
2022-03-01,2022,3,Mar,1,AIESEC in Closed [Dehradun],GV,outgoing,oGV,22,10,5,0,0,0,0,0,0,0
2022-03-01,2022,3,Mar,1,AIESEC in Closed [IIT Kharagpur],GTa,outgoing,oGTa,3,0,0,0,0,0,0,0,0,0
2022-03-01,2022,3,Mar,1,AIESEC in Closed [Jodhpur],GTe,incoming,iGTe,4,1,0,0,0,1,1,0,0,0
2022-03-01,2022,3,Mar,1,AIESEC in Closed [Jodhpur],GV,incoming,iGV,5,0,0,0,0,0,0,0,0,0
2022-03-01,2022,3,Mar,1,AIESEC in Closed [Jodhpur],GTa,outgoing,oGTa,0,0,0,0,1,0,0,0,0,0
2022-03-01,2022,3,Mar,1,AIESEC in Closed [Nagpur],GV,incoming,iGV,4,0,0,0,0,0,0,0,0,0
2022-03-01,2022,3,Mar,1,AIESEC in Closed [Nagpur],GTa,outgoing,oGTa,6,0,0,0,0,0,0,0,0,0
2022-03-01,2022,3,Mar,1,AIESEC in Closed [South Mumbai],GTa,outgoing,oGTa,14,0,0,0,0,0,0,0,0,0
2022-03-01,2022,3,Mar,1,AIESEC in Closed [South Mumbai],GTe,outgoing,oGTe,2,0,0,0,0,0,0,0,0,0
2022-03-01,2022,3,Mar,1,AIESEC in Closed [South Mumbai],GV,outgoing,oGV,31,5,4,2,0,0,0,0,0,0
2022-03-01,2022,3,Mar,1,AIESEC in Closed [VIT],GV,outgoing,oGV,6,3,4,0,0,0,0,0,0,0
2022-03-01,2022,3,Mar,1,AIESEC in Delhi IIT,GTa,incoming,iGTa,5,1,1,0,0,0,0,0,0,0
2022-03-01,2022,3,Mar,1,AIESEC in Delhi IIT,GTe,incoming,iGTe,4,0,0,0,0,0,0,0,0,0
2022-03-01,2022,3,Mar,1,AIESEC in Delhi IIT,GV,incoming,iGV,24,9,4,2,0,0,0,1,0,0
2022-03-01,2022,3,Mar,1,AIESEC in Delhi IIT,GTa,outgoing,oGTa,48,2,0,0,0,0,0,0,0,0
2022-03-01,2022,3,Mar,1,AIESEC in Delhi IIT,GTe,outgoing,oGTe,1,0,0,0,0,0,0,0,0,0
2022-03-01,2022,3,Mar,1,AIESEC in Delhi IIT,GV,outgoing,oGV,21,4,3,0,1,0,0,2,0,0
2022-03-01,2022,3,Mar,1,AIESEC in Delhi University,GTa,incoming,iGTa,10,0,0,0,0,0,0,0,0,0
2022-03-01,2022,3,Mar,1,AIESEC in Delhi University,GTe,incoming,iGTe,1,1,1,1,0,0,0,0,0,0
2022-03-01,2022,3,Mar,1,AIESEC in Delhi University,GV,incoming,iGV,27,18,8,2,0,0,0,0,0,0
2022-03-01,2022,3,Mar,1,AIESEC in Delhi University,GTa,outgoing,oGTa,23,1,1,1,0,1,0,1,1,0
2022-03-01,2022,3,Mar,1,AIESEC in Delhi University,GTe,outgoing,oGTe,0,0,0,0,0,0,0,1,0,0
2022-03-01,2022,3,Mar,1,AIESEC in Delhi University,GV,outgoing,oGV,14,5,2,0,0,0,0,0,0,0
2022-03-01,2022,3,Mar,1,AIESEC in Hyderabad,GTe,incoming,iGTe,1,1,1,1,0,0,0,0,0,0
2022-03-01,2022,3,Mar,1,AIESEC in Hyderabad,GTa,outgoing,oGTa,44,0,0,0,0,0,0,0,0,0
2022-03-01,2022,3,Mar,1,AIESEC in Hyderabad,GV,outgoing,oGV,2,1,0,0,0,0,0,0,0,0
2022-03-01,2022,3,Mar,1,AIESEC in India National Office,GTa,outgoing,oGTa,2,2,1,1,0,0,0,0,0,0
2022-03-01,2022,3,Mar,1,AIESEC in India National Office,GTe,outgoing,oGTe,6,0,0,0,0,0,0,0,0,0
2022-03-01,2022,3,Mar,1,AIESEC in India National Office,GV,outgoing,oGV,1,1,0,0,0,0,0,0,0,0
2022-03-01,2022,3,Mar,1,AIESEC in Indore,GTa,outgoing,oGTa,1,0,0,0,0,0,0,0,0,0
2022-03-01,2022,3,Mar,1,AIESEC in Indore,GV,outgoing,oGV,24,2,1,1,0,0,0,0,0,0
2022-03-01,2022,3,Mar,1,AIESEC in Jaipur,GTa,incoming,iGTa,2,1,0,0,0,0,0,0,0,0
2022-03-01,2022,3,Mar,1,AIESEC in Jaipur,GV,incoming,iGV,2,2,1,0,0,0,0,0,0,0
2022-03-01,2022,3,Mar,1,AIESEC in Jaipur,GTa,outgoing,oGTa,19,0,0,0,0,0,0,0,0,0
